name,address,dong,latitude,longitude,category
영신상회,서울특별시 영등포구 도신로51길 9,영등포본동,37.5124523400508,126.913360949898,식료품점
포어스식품,서울특별시 중랑구 면목로33길 74,면목7동,37.5765315118624,127.081737684434,식료품점
삼화유통,서울특별시 영등포구 문래로30길 27,문래동,37.5161286302644,126.900706190944,청과물소매
창세유통,서울특별시 성동구 독서당로 375,응봉동,37.5499997767958,127.029314039385,청과물소매
사러가농산물,서울특별시 양천구 목동중앙북로16길 3,목2동,37.5460152971068,126.873843666905,청과물소매
지유명차,서울특별시 강서구 까치산로28길 6,화곡6동,37.553547148799,126.854094455785,식료품점
초록마을,서울특별시 광진구 뚝섬로 552,자양3동,37.5342984266508,127.071257785585,유기농식품판매
용남상회,서울특별시 중구 을지로30길 18,을지로동,37.565944652242,126.99973299609,식료품점
수민축산,서울특별시 성동구 살곶이길 50,마장동,37.5696069970915,127.041500424512,육류소매
대박나라,서울특별시 강서구 강서로5라길 47-3,화곡8동,37.5296563194216,126.850862248297,청과물소매
뉴푸드,서울특별시 강북구 한천로124가길 34,번1동,37.6381701856878,127.030842067728,청과물소매
효진유통,서울특별시 강서구 곰달래로19가길 11,화곡1동,37.5305408824479,126.841797466631,청과물소매
대성식품,서울특별시 서대문구 증가로23나길 31,북가좌2동,37.580391272077,126.912442199612,식료품점
재복물산,서울특별시 중랑구 망우로72길 50,망우본동,37.5978406089745,127.102743139957,청과물소매
새마을유통,서울특별시 도봉구 도봉로145길 22,방학1동,37.6647554629332,127.041354991686,청과물소매
소망상회,서울특별시 서초구 안골1길 6-1,내곡동,37.4561337107529,127.06353324314,청과물소매
서울우유,서울특별시 양천구 월정로42길 8-1,신월5동,37.5402505542959,126.833205940405,식료품점
농민후계자대농쌀직매장,서울특별시 관악구 난곡로34나길 3,난곡동,37.4726756759464,126.920742909089,청과물소매
제기정육점,서울특별시 동대문구 홍릉로3길 13,제기동,37.5816992041754,127.043745666715,육류소매
도쿄타이야끼,서울특별시 동대문구 왕산로 214,전농1동,37.584191612425,127.051129904848,식료품점
싱싱과일,서울특별시 강북구 인수봉로 263,인수동,37.6421651142129,127.010620824579,청과물소매
